all gone	13	4	0.48826087
grass	1	4	0.503333333
made	11	9	0.174
shh/shush/hush	2	4	0.493478261
out	17	4	0.383478261
rain	1	4	0.38
circus	8	4	0.15
morning	20	4	0.212173913
dinner	2	4	0.294347826
me	15	4	0.384782609
buyed	11	7	0.047333333
candy	6	4	0.36826087
sit	18	4	0.579333333
gentle	13	4	0.187826087
stairs	7	4	0.273043478
vroom	4	4	0.504347826
will	5	4	0.153333333
buy	18	4	0.286
do	5	4	0.438666667
pretend	18	4	0.158
of	17	4	0.118
bringed	11	7	0.038666667
oven	7	4	0.214347826
baby want eat / baby want to eat	11	2	0
arm	19	4	0.39173913
baby crying / baby is crying	11	2	0
need/need to	5	4	0.259333333
smile	18	4	0.210434783
police	3	4	0.227333333
hand	19	4	0.424782609
coat	10	4	0.36826087
hose	1	4	0.303333333
behind	17	4	0.211333333
poor	13	4	0.095333333
that	15	4	0.339565217
play pen	7	4	0.08173913
grrr	4	4	0.564347826
penguin	14	4	0.214782609
better	13	4	0.308666667
put	18	4	0.21
shoe	10	4	0.605217391
shower	7	4	0.474666667
mailman	3	4	0.248666667
couch	7	4	0.294782609
milk	6	4	0.529130435
flag	1	4	0.346666667
fix	18	4	0.410666667
sun	1	4	0.34826087
long	13	4	0.178
bubbles	12	4	0.519565217
bus	21	4	0.429130435
tights	10	4	0.162666667
night	20	4	0.294782609
hammer	9	4	0.247826087
blow	18	4	0.309130435
drove	11	9	0.058666667
pudding	6	4	0.237333333
snowman	1	4	0.305333333
foots	11	6	0.078
mad	13	4	0.250666667
bite	18	4	0.382608696
outside	8	4	0.458695652
naughty	13	4	0.096086957
inside/in	17	4	0.314782609
doed	11	7	0.034
drank	11	9	0.142
I no do it / I can't do it	11	2	0
gonna get you!	2	4	0.431333333
closet	7	4	0.351333333
ear	19	4	0.529565217
egg	6	4	0.385652174
these my tooth / these my teeth	11	2	0
tray	9	4	0.142666667
dark	13	4	0.239565217
holded	11	7	0.026666667
had	11	9	0.104666667
give	18	4	0.242608696
gotted	11	7	0.009333333
pony	14	4	0.193043478
give me five!	2	4	0.417333333
lemme/let me	5	4	0.336666667
were	5	4	0.084
shake	18	4	0.306
nose	19	4	0.560869565
lost	11	9	0.182
lips	19	4	0.404
by	17	4	0.221333333
this	15	4	0.305652174
spossess	11	5	0
get	18	4	0.312608696
slow	13	4	0.223333333
more	22	4	0.457391304
balloon	12	4	0.551304348
teacher	3	4	0.165652174
jar	9	4	0.326666667
don't	5	4	0.368666667
sleepy	13	4	0.256086957
children	11	8	0.098666667
yesterday	20	4	0.106666667
pancake	6	4	0.455333333
off	17	4	0.400434783
tomorrow	20	4	0.144782609
people	3	4	0.209565217
bowl	9	4	0.36173913
pencil	12	4	0.402666667
bathtub	7	4	0.384782609
tiny	13	4	0.17
can (auxiliary)	5	4	0.280666667
scissors	9	4	0.245217391
muffin	6	4	0.360666667
monkey	14	4	0.40826087
feed	18	4	0.212608696
scarf	10	4	0.154666667
slipper	10	4	0.332666667
lamp	9	4	0.186521739
lookit / lookit what I got	11	2	0
cereal	6	4	0.384782609
chocolate	6	4	0.415333333
it	15	4	0.238695652
swim	18	4	0.289130435
read me story Mommy / read me a story Mommy	11	2	0
two shoe / two shoes	11	2	0
butter	6	4	0.295217391
close	18	4	0.296086957
church*	8	4	0.225652174
head	19	4	0.403478261
build	18	4	0.298
sister	3	4	0.235652174
a lot	22	4	0.214
keys	9	4	0.399130435
night night	2	4	0.544347826
later	20	4	0.180434783
turkey	14	4	0.342666667
watch (action)	18	4	0.243913043
stuck	13	4	0.382
empty	13	4	0.224782609
broken	13	4	0.329565217
sitted	11	7	0.020666667
drop	18	4	0.360666667
motorcycle	21	4	0.262173913
pretzel	6	4	0.358666667
write	18	4	0.208695652
hat	10	4	0.513478261
vacuum	9	4	0.295652174
beads	10	4	0.170434783
giraffe	14	4	0.295217391
your	15	4	0.134347826
shoeses	11	6	0.054
listen	18	4	0.264666667
turn around	2	4	0.351333333
baa baa	4	4	0.586086957
drawer	7	4	0.192608696
push	18	4	0.29
none	22	4	0.110869565
has your child begun to combine word yet?	11	1	0
open	18	4	0.392608696
catch	18	4	0.39
feet	11	8	0.402666667
sticky	13	4	0.349333333
dog	14	4	0.659130435
hide	18	4	0.392666667
wind	1	4	0.364
breakfast	2	4	0.303913043
childs	11	6	0.006666667
kiss	18	4	0.420869565
glass	9	4	0.256086957
brown	13	4	0.314666667
gloves	10	4	0.306666667
vagina*	19	4	0.196
toy (object)	12	4	0.410869565
knife	9	4	0.406666667
don't read book / don't want you read that book	11	2	0
loud	13	4	0.333333333
doggie kiss me / doggie kissed me	11	2	0
sad	13	4	0.335333333
clean (description)	13	4	0.315652174
with	17	4	0.252666667
stay	18	4	0.336666667
soap	9	4	0.363043478
break	18	4	0.28173913
red	13	4	0.310434783
bib	10	4	0.327391304
swing (action)	18	4	0.347391304
eated	11	7	0.041333333
losted	11	7	0.010666667
bird	14	4	0.56173913
woods	8	4	0.122666667
draw	18	4	0.254347826
ed	11	5	0
before	20	4	0.118
chalk	12	4	0.307333333
some	22	4	0.233913043
then	23	4	0.106
fish (animal)	14	4	0.503478261
climb	18	4	0.378666667
where	16	4	0.255217391
shorts	10	4	0.276956522
shoulder	19	4	0.302666667
snack	2	4	0.475333333
duck	14	4	0.560869565
myself	15	4	0.161333333
table	7	4	0.327826087
peas	6	4	0.29826087
turtle	14	4	0.353913043
comed	11	7	0.016
taked	11	7	0.030666667
other	22	4	0.147826087
beach	8	4	0.220869565
when	16	4	0.085217391
donkey	14	4	0.178695652
wake	18	4	0.314
who	16	4	0.175652174
their	15	4	0.100666667
meat	6	4	0.25
orange (description)	13	4	0.456
goed	11	7	0.036666667
he	15	4	0.253333333
cow	14	4	0.456521739
vanilla	6	4	0.151333333
rooster	14	4	0.183478261
today	20	4	0.140434783
bicycle	21	4	0.403043478
nurse	3	4	0.126
we made this / me and Paul made this	11	2	0
wanna/want to	5	4	0.413333333
jeans	10	4	0.188695652
animal	14	4	0.300869565
want more juice / want juice in there	11	2	0
daddy car / daddy's car	11	2	0
you	15	4	0.306956522
lion	14	4	0.346956522
good	13	4	0.320434783
boat	21	4	0.648
flied	11	7	0.016
stop	18	4	0.366086957
on	17	4	0.39173913
car	21	4	0.559130435
uncle	3	4	0.242608696
sheep	14	4	0.326086957
breaked	11	7	0.052
blowed	11	7	0.084
soup	6	4	0.426
not	22	4	0.177391304
lamb	14	4	0.212608696
crayon	12	4	0.522666667
hurry	18	4	0.190434783
cook	18	4	0.406666667
work (action)	18	4	0.418
play dough	12	4	0.319333333
throw	18	4	0.292608696
moo	4	4	0.58173913
this little piggy	2	4	0.331333333
potato	6	4	0.404666667
water (beverage)	6	4	0.494347826
bucket	9	4	0.362666667
am	5	4	0.21
bought	11	9	0.091333333
those	15	4	0.174
living room	7	4	0.19
strawberry	6	4	0.468
drive	18	4	0.272173913
brush	9	4	0.386086957
happy	13	4	0.305652174
pattycake	2	4	0.280434783
sandwich	6	4	0.431333333
medicine	9	4	0.299130435
foot	19	4	0.43
under	17	4	0.205217391
telephone	9	4	0.423478261
picture	9	4	0.309565217
I want that / I want that one you got	11	2	0
doctor	3	4	0.434
kitty go away / kitty went away	11	2	0
apple	6	4	0.523913043
hungry	13	4	0.300434783
held	11	9	0.057333333
got	11	9	0.216
jump	18	4	0.347391304
game	12	4	0.348666667
think	18	4	0.158666667
new	13	4	0.256
windy	13	4	0.302666667
next to	17	4	0.144
I	15	4	0.310434783
dirty	13	4	0.37826087
too	22	4	0.364666667
zipper	10	4	0.283043478
cold	13	4	0.419565217
cheese	6	4	0.526521739
gas station	8	4	0.227333333
doll	12	4	0.391304348
dress (object)	10	4	0.262173913
toothbrush	9	4	0.403478261
yourself	15	4	0.073333333
sleep	18	4	0.353478261
drink (action)	18	4	0.412173913
stove	7	4	0.244782609
melon	6	4	0.29
money	9	4	0.335652174
dryer	7	4	0.264
dry (description)	13	4	0.233043478
help	18	4	0.356521739
potato chip	6	4	0.452
all	22	4	0.22173913
mens	11	6	0.014666667
last	13	4	0.131333333
girl	3	4	0.316956522
up	17	4	0.479565217
garbage	9	4	0.364666667
pretty	13	4	0.305217391
hate	18	4	0.087333333
cloud	1	4	0.392
baby crying / baby crying cuz she's sad	11	2	0
go bye-bye / wanna go bye-bye	11	2	0
dump	18	4	0.211333333
go	18	4	0.481304348
pumpkin	6	4	0.39
lady	3	4	0.185217391
spill	18	4	0.333333333
was	5	4	0.130666667
lawn mower	1	4	0.335333333
I make tower / I making tower	11	2	0
corn	6	4	0.473333333
hard	13	4	0.175217391
big	13	4	0.373913043
quiet	13	4	0.319333333
fell	11	9	0.27
noisy	13	4	0.252666667
grapes	6	4	0.582
bedroom	7	4	0.259565217
pajamas	10	4	0.34
tape	9	4	0.354
down	17	4	0.462608696
broke	11	9	0.339333333
door	7	4	0.457391304
sick	13	4	0.214782609
knee	19	4	0.36
be	5	4	0.170666667
try/try to	5	4	0.247333333
above	17	4	0.105333333
cake	6	4	0.383043478
talk	18	4	0.354666667
over	17	4	0.290666667
chin	19	4	0.483333333
brother	3	4	0.236086957
squirrel	14	4	0.290434783
yogurt	6	4	0.5
pull	18	4	0.233913043
window	7	4	0.273478261
slide (action)	18	4	0.452666667
babysitter's name	3	4	0.296956522
mans	11	6	0.07
see	18	4	0.36173913
owl	14	4	0.32
soft	13	4	0.234347826
time	20	4	0.153333333
camed	11	7	0.008
wolf	14	4	0.245333333
ankle	19	4	0.200666667
mices	11	6	0.008666667
tricycle	21	4	0.232
truck	21	4	0.495217391
bug	14	4	0.404347826
sockses	11	6	0.044666667
banana	6	4	0.580434783
nice	13	4	0.272608696
can (object)	9	4	0.301333333
ouch	4	4	0.536086957
moon	1	4	0.42
tummy	19	4	0.40826087
cookie mommy / cookie for mommy	11	2	0
carry	18	4	0.392666667
heard	11	9	0.091333333
lollipop	6	4	0.301333333
that my truck / that's my truck	11	2	0
call (on phone)	2	4	0.49
tuna	6	4	0.196666667
daddy*	3	4	0.804782609
moose	14	4	0.239333333
farm	8	4	0.269333333
falled	11	7	0.071333333
hurt	13	4	0.288695652
hafta/have to	5	4	0.196666667
puppy	14	4	0.430434783
cat	14	4	0.546086957
eat	18	4	0.464347826
nail	9	4	0.262
deer	14	4	0.233043478
bye	2	4	0.719130435
pickle	6	4	0.364666667
bench	7	4	0.164
broom	9	4	0.32173913
flower	1	4	0.442608696
here	17	4	0.412
pet's name	3	4	0.568666667
coffee	6	4	0.28
white	13	4	0.316666667
buttocks/bottom*	19	4	0.57
bear	14	4	0.482173913
zoo	8	4	0.250434783
blanket	9	4	0.445217391
nap	2	4	0.365217391
country	8	4	0.059333333
day	20	4	0.166956522
losed	11	7	0.014666667
shovel	1	4	0.243043478
chair	7	4	0.43173913
what	16	4	0.328695652
haved	11	7	0.01
into	17	4	0.120666667
read	18	4	0.360434783
awake	13	4	0.358
owie/boo boo	19	4	0.478695652
clock	9	4	0.353043478
sauce	6	4	0.274
sweater	10	4	0.317391304
go potty	2	4	0.548666667
say	18	4	0.198695652
ride	18	4	0.303043478
wipe	18	4	0.246086957
basket	9	4	0.397333333
jello	6	4	0.273333333
coffee hot / that coffee hot	11	2	0
frog	14	4	0.377391304
first	13	4	0.239333333
cockadoodledoo	4	4	0.276956522
more cookie / more cookies	11	2	0
sweep	18	4	0.343333333
cookie	6	4	0.535217391
popsicle	6	4	0.392
crib	7	4	0.253913043
soda/pop	6	4	0.361333333
beans	6	4	0.446
because	23	4	0.162666667
downtown	8	4	0.107333333
sofa	7	4	0.19
dance	18	4	0.334782609
splural	11	5	0
plate	9	4	0.309565217
meow	4	4	0.569565217
them	15	4	0.144666667
blue	13	4	0.348695652
little (description)	13	4	0.259565217
coke	6	4	0.276
blewed	11	7	0.008666667
raisin	6	4	0.313043478
tonight	20	4	0.100434783
man	3	4	0.268695652
touch	18	4	0.237391304
play	18	4	0.361304348
helicopter	21	4	0.414
food	6	4	0.335217391
cheek	19	4	0.337391304
toeses	11	6	0.038
fine	13	4	0.11173913
sing	18	4	0.295652174
ball	12	4	0.7
trash	9	4	0.297826087
tear	18	4	0.185333333
wish	18	4	0.102
flew	11	9	0.088
clean (action)	18	4	0.303913043
tissue/kleenex	9	4	0.420666667
goose	14	4	0.209130435
ran	11	9	0.141333333
lookit me / lookit me dancing	11	2	0
water (not beverage)	1	4	0.477391304
love	18	4	0.349565217
hot	13	4	0.533913043
train	21	4	0.423913043
you fix it / can you fix it	11	2	0
splash	18	4	0.25826087
broked	11	7	0.067333333
fork	9	4	0.39
belly button	19	4	0.441304348
face	19	4	0.319565217
book	12	4	0.59826087
would	5	4	0.069333333
elephant	14	4	0.361304348
mommy*	3	4	0.804782609
zebra	14	4	0.411333333
blew	11	9	0.107333333
jacket	10	4	0.320434783
hi	2	4	0.643913043
kitchen	7	4	0.312608696
hit	18	4	0.290434783
swing (object)	1	4	0.39173913
blockses	11	6	0.012666667
fireman	3	4	0.260666667
went	11	9	0.139333333
chicken (animal)	14	4	0.357391304
she	15	4	0.214
porch	7	4	0.193333333
wet	13	4	0.37
clown	3	4	0.306
pour	18	4	0.263333333
yard	8	4	0.288
there	17	4	0.256086957
comb	9	4	0.283043478
mouth	19	4	0.455217391
look	18	4	0.312608696
these	15	4	0.235333333
about	17	4	0.088666667
hen	14	4	0.198
jelly	6	4	0.334
walk	18	4	0.358695652
plant	9	4	0.229565217
every	22	4	0.112
bottle	9	4	0.520434783
scared	13	4	0.21173913
babysitter	3	4	0.089130435
sprinkler	1	4	0.220666667
watch (object)	9	4	0.300434783
sky	1	4	0.303913043
we	15	4	0.179333333
please	2	4	0.503478261
skate	18	4	0.160666667
friend	3	4	0.321333333
lick	18	4	0.284
boots	10	4	0.367826087
make	18	4	0.318
seed	11	7	0.022666667
rip	18	4	0.158
picnic	8	4	0.236
mop	9	4	0.224
house	8	4	0.360434783
quack quack	4	4	0.527391304
thirsty	13	4	0.244347826
ranned	11	7	0.014
I like read stories / I like to read stories	11	2	0
if	23	4	0.071333333
cowboy	3	4	0.156666667
baby blanket / baby's blanket	11	2	0
another	22	4	0.166956522
a	22	4	0.32
work (place)	8	4	0.308695652
pick	18	4	0.254666667
lunch	2	4	0.296521739
each	22	4	0.068666667
slide (object)	1	4	0.347826087
careful	13	4	0.229565217
button	10	4	0.369130435
stone	1	4	0.186666667
ing	11	5	0
runned	11	7	0.036
saw	11	9	0.15
pizza	6	4	0.406956522
run	18	4	0.32173913
cracker	6	4	0.483478261
green	13	4	0.446
applesauce	6	4	0.403333333
stroller	21	4	0.253913043
hear	18	4	0.316
but	23	4	0.11
firetruck	21	4	0.298695652
have	18	4	0.358
juice	6	4	0.539565217
away	17	4	0.201304348
teeth	11	8	0.486666667
eye	19	4	0.560869565
asleep	13	4	0.282608696
heared	11	7	0.015333333
knock	18	4	0.384666667
paint	18	4	0.346
yellow	13	4	0.458666667
where's my dolly / where's my dolly name Sam	11	2	0
noodles	6	4	0.313913043
peanut butter	6	4	0.438666667
are	5	4	0.178
spoon	9	4	0.46
find	18	4	0.377333333
high chair	7	4	0.26
no wash dolly / don't wash dolly	11	2	0
share	18	4	0.334666667
two foot / two feet	11	2	0
beside	17	4	0.097333333
playground	8	4	0.283333333
thank you	2	4	0.54
gotta/got to	5	4	0.159333333
napkin	9	4	0.43
cut	18	4	0.332666667
ice	6	4	0.537333333
rocking chair	7	4	0.233478261
peekaboo	2	4	0.485652174
stick	1	4	0.446666667
taste	18	4	0.264666667
bring	18	4	0.213478261
movie	8	4	0.309333333
glasses	9	4	0.335652174
story	12	4	0.423333333
child	3	4	0.093043478
maked	11	7	0.030666667
my	15	4	0.286956522
much	22	4	0.149333333
roof	1	4	0.218666667
mouse	14	4	0.34826087
present	12	4	0.392
boy	3	4	0.343478261
airplane	21	4	0.45826087
purse	9	4	0.285217391
vitamins	6	4	0.309333333
sock	10	4	0.42
school	8	4	0.326956522
childrens	11	6	0.023333333
nuts	6	4	0.302
take	18	4	0.206521739
our	15	4	0.128
cute	13	4	0.206521739
hug	18	4	0.39826087
is	5	4	0.253333333
chase	18	4	0.259333333
the	22	4	0.280666667
tongue	19	4	0.339565217
now	20	4	0.253913043
shopping	2	4	0.366666667
cheerios	6	4	0.336956522
yucky	13	4	0.379565217
feets	11	6	0.124
and	23	4	0.288666667
sneaker	10	4	0.216666667
camera	9	4	0.386666667
sink	7	4	0.26173913
finish	18	4	0.171304348
finger	19	4	0.400434783
bath	2	4	0.529565217
turn on light / turn on light so I can see	11	2	0
popcorn	6	4	0.470666667
daddy pick me up / daddy picked me up	11	2	0
french fries	6	4	0.534666667
alligator	14	4	0.388
choo choo	4	4	0.476086957
an	22	4	0.077333333
aunt	3	4	0.256956522
sled	21	4	0.250666667
diaper	10	4	0.48
bee	14	4	0.415652174
store	8	4	0.320869565
mine	15	4	0.459130435
grandma*	3	4	0.550434783
teddybear	14	4	0.336521739
after	20	4	0.194666667
garden	1	4	0.153913043
baby	3	4	0.618695652
carrots	6	4	0.316521739
green beans	6	4	0.302
tiger	14	4	0.31
walker	9	4	0.100666667
which	16	4	0.087333333
glue	12	4	0.205333333
they	15	4	0.139333333
block	12	4	0.404782609
toast	6	4	0.333913043
ated	11	7	0.016
any	22	4	0.182
for	17	4	0.214666667
child's own name	3	4	0.470434783
cover	18	4	0.261333333
men	11	8	0.089333333
black	13	4	0.358
back	17	4	0.236521739
bunny	14	4	0.44
him	15	4	0.182
hold	18	4	0.405333333
yum yum	4	4	0.526521739
tractor	21	4	0.403333333
necklace	10	4	0.255652174
satted	11	7	0.004
could	5	4	0.090666667
rock	1	4	0.384782609
mice	11	8	0.077333333
at	17	4	0.244666667
show	18	4	0.193043478
I sing song / I sing song for you	11	2	0
camping	8	4	0.128
there a kitty / there's a kitty	11	2	0
to	17	4	0.276666667
same	22	4	0.103043478
fit	18	4	0.226
basement	7	4	0.13
star	1	4	0.364347826
kitty sleep / kitty sleeping	11	2	0
tired	13	4	0.240869565
took	11	9	0.134
so	23	4	0.131333333
on top of	17	4	0.218
us	15	4	0.106666667
fall	18	4	0.332608696
hair	19	4	0.478695652
